"Date","Index","Type","Value"
2012-01-01,"Short-term index","New Brunswick",51.7
2012-02-01,"Short-term index","New Brunswick",59.9
2012-03-01,"Short-term index","New Brunswick",63.8
2012-04-01,"Short-term index","New Brunswick",69.8
2012-05-01,"Short-term index","New Brunswick",69.2
2012-06-01,"Short-term index","New Brunswick",69.3
2012-07-01,"Short-term index","New Brunswick",64.3
2012-08-01,"Short-term index","New Brunswick",56
2012-09-01,"Short-term index","New Brunswick",57.5
2012-10-01,"Short-term index","New Brunswick",58.5
2012-11-01,"Short-term index","New Brunswick",59.1
2012-12-01,"Short-term index","New Brunswick",55.9
2013-01-01,"Short-term index","New Brunswick",53.2
2013-02-01,"Short-term index","New Brunswick",56.8
2013-03-01,"Short-term index","New Brunswick",59.8
2013-04-01,"Short-term index","New Brunswick",56.9
2013-05-01,"Short-term index","New Brunswick",57
2013-06-01,"Short-term index","New Brunswick",55.9
2013-07-01,"Short-term index","New Brunswick",56.6
2013-08-01,"Short-term index","New Brunswick",54.7
2013-09-01,"Short-term index","New Brunswick",51.5
2013-10-01,"Short-term index","New Brunswick",52.4
2013-11-01,"Short-term index","New Brunswick",47.9
2013-12-01,"Short-term index","New Brunswick",47.6
2014-01-01,"Short-term index","New Brunswick",45.1
2014-02-01,"Short-term index","New Brunswick",52.1
2014-03-01,"Short-term index","New Brunswick",56.1
2014-04-01,"Short-term index","New Brunswick",65.8
2014-05-01,"Short-term index","New Brunswick",63.2
2014-06-01,"Short-term index","New Brunswick",64
2014-07-01,"Short-term index","New Brunswick",61.1
2014-08-01,"Short-term index","New Brunswick",62.6
2014-09-01,"Short-term index","New Brunswick",56.8
2014-10-01,"Short-term index","New Brunswick",55.4
2014-11-01,"Short-term index","New Brunswick",51.2
2014-12-01,"Short-term index","New Brunswick",52.4
2015-01-01,"Short-term index","New Brunswick",50
2015-02-01,"Short-term index","New Brunswick",53.9
2015-03-01,"Short-term index","New Brunswick",54.4
2015-04-01,"Short-term index","New Brunswick",57.4
2015-05-01,"Short-term index","New Brunswick",56.3
2015-06-01,"Short-term index","New Brunswick",56.8
2015-07-01,"Short-term index","New Brunswick",59.7
2015-08-01,"Short-term index","New Brunswick",60.2
2015-09-01,"Short-term index","New Brunswick",61.6
2015-10-01,"Short-term index","New Brunswick",60.4
2015-11-01,"Short-term index","New Brunswick",60.8
2015-12-01,"Short-term index","New Brunswick",56.1
2016-01-01,"Short-term index","New Brunswick",50.7
2016-02-01,"Short-term index","New Brunswick",50
2016-03-01,"Short-term index","New Brunswick",49.2
2016-04-01,"Short-term index","New Brunswick",57.8
2016-05-01,"Short-term index","New Brunswick",56.5
2016-06-01,"Short-term index","New Brunswick",63.5
2016-07-01,"Short-term index","New Brunswick",61.1
2016-08-01,"Short-term index","New Brunswick",61.4
2016-09-01,"Short-term index","New Brunswick",55
2016-10-01,"Short-term index","New Brunswick",50
2016-11-01,"Short-term index","New Brunswick",50.8
2016-12-01,"Short-term index","New Brunswick",53.7
2017-01-01,"Short-term index","New Brunswick",54.4
2017-02-01,"Short-term index","New Brunswick",60.3
2017-03-01,"Short-term index","New Brunswick",62.7
2017-04-01,"Short-term index","New Brunswick",66.9
2017-05-01,"Short-term index","New Brunswick",62.3
2017-06-01,"Short-term index","New Brunswick",62.3
2017-07-01,"Short-term index","New Brunswick",61.1
2017-08-01,"Short-term index","New Brunswick",63.6
2017-09-01,"Short-term index","New Brunswick",58.6
2017-10-01,"Short-term index","New Brunswick",56.4
2017-11-01,"Short-term index","New Brunswick",48.6
2017-12-01,"Short-term index","New Brunswick",46.8
2018-01-01,"Short-term index","New Brunswick",50.8
2018-02-01,"Short-term index","New Brunswick",59.8
2018-03-01,"Short-term index","New Brunswick",64
2018-04-01,"Short-term index","New Brunswick",61.4
2018-05-01,"Short-term index","New Brunswick",57.8
2018-06-01,"Short-term index","New Brunswick",57.6
2018-07-01,"Short-term index","New Brunswick",59.5
2018-08-01,"Short-term index","New Brunswick",60.9
2018-09-01,"Short-term index","New Brunswick",59.8
2018-10-01,"Short-term index","New Brunswick",58.9
2018-11-01,"Short-term index","New Brunswick",58.8
2018-12-01,"Short-term index","New Brunswick",49.2
2019-01-01,"Short-term index","New Brunswick",48
2019-02-01,"Short-term index","New Brunswick",50
2019-03-01,"Short-term index","New Brunswick",57.4
2019-04-01,"Short-term index","New Brunswick",61.8
2019-05-01,"Short-term index","New Brunswick",65.5
2019-06-01,"Short-term index","New Brunswick",67.4
2019-07-01,"Short-term index","New Brunswick",64.1
2019-08-01,"Short-term index","New Brunswick",57.1
2019-09-01,"Short-term index","New Brunswick",56.7
2019-10-01,"Short-term index","New Brunswick",55.9
2019-11-01,"Short-term index","New Brunswick",57.3
2019-12-01,"Short-term index","New Brunswick",50
2020-01-01,"Short-term index","New Brunswick",47.1
2020-02-01,"Short-term index","New Brunswick",52.7
2020-03-01,"Short-term index","New Brunswick",30.7
2020-03-01,"Short-term index","New Brunswick",15.4
2020-04-01,"Short-term index","New Brunswick",11.7
2020-04-01,"Short-term index","New Brunswick",20.5
2020-05-01,"Short-term index","New Brunswick",34.6
2020-05-01,"Short-term index","New Brunswick",33.7
2020-06-01,"Short-term index","New Brunswick",29.5
2020-07-01,"Short-term index","New Brunswick",30.9
2020-08-01,"Short-term index","New Brunswick",31.6
2020-09-01,"Short-term index","New Brunswick",38.2
2020-10-01,"Short-term index","New Brunswick",36
2020-11-01,"Short-term index","New Brunswick",35.5
2020-12-01,"Short-term index","New Brunswick",31.9
2021-01-01,"Short-term index","New Brunswick",34
2021-02-01,"Short-term index","New Brunswick",34.4
2021-03-01,"Short-term index","New Brunswick",39.6
2021-04-01,"Short-term index","New Brunswick",42.4
2021-05-01,"Short-term index","New Brunswick",51.5
2021-06-01,"Short-term index","New Brunswick",54.4
2021-07-01,"Short-term index","New Brunswick",55.1
2021-08-01,"Short-term index","New Brunswick",51.4
2021-09-01,"Short-term index","New Brunswick",50.8
2021-10-01,"Short-term index","New Brunswick",49.4
2021-11-01,"Short-term index","New Brunswick",47.5
2021-12-01,"Short-term index","New Brunswick",44.8
2022-01-01,"Short-term index","New Brunswick",40.4
2022-02-01,"Short-term index","New Brunswick",38.5
2022-03-01,"Short-term index","New Brunswick",44.4
2022-04-01,"Short-term index","New Brunswick",55.5
2022-05-01,"Short-term index","New Brunswick",58.5
2000-10-01,"Short-term index","Quebec",NA
2001-02-01,"Short-term index","Quebec",NA
2001-06-01,"Short-term index","Quebec",NA
2001-10-01,"Short-term index","Quebec",NA
2001-12-01,"Short-term index","Quebec",NA
2002-04-01,"Short-term index","Quebec",NA
2002-06-01,"Short-term index","Quebec",NA
2002-09-01,"Short-term index","Quebec",NA
2002-12-01,"Short-term index","Quebec",NA
2003-03-01,"Short-term index","Quebec",NA
2003-06-01,"Short-term index","Quebec",NA
2003-09-01,"Short-term index","Quebec",NA
2003-12-01,"Short-term index","Quebec",NA
2004-03-01,"Short-term index","Quebec",NA
2004-06-01,"Short-term index","Quebec",NA
2004-09-01,"Short-term index","Quebec",NA
2004-12-01,"Short-term index","Quebec",NA
2005-03-01,"Short-term index","Quebec",NA
2005-06-01,"Short-term index","Quebec",NA
2005-09-01,"Short-term index","Quebec",NA
2005-12-01,"Short-term index","Quebec",NA
2006-03-01,"Short-term index","Quebec",NA
2006-06-01,"Short-term index","Quebec",NA
2006-09-01,"Short-term index","Quebec",NA
2006-12-01,"Short-term index","Quebec",NA
2007-03-01,"Short-term index","Quebec",NA
2007-06-01,"Short-term index","Quebec",NA
2007-09-01,"Short-term index","Quebec",NA
2007-12-01,"Short-term index","Quebec",NA
2008-03-01,"Short-term index","Quebec",NA
2008-06-01,"Short-term index","Quebec",NA
2008-09-01,"Short-term index","Quebec",NA
2008-10-01,"Short-term index","Quebec",NA
2008-11-01,"Short-term index","Quebec",NA
2008-12-01,"Short-term index","Quebec",NA
2009-01-01,"Short-term index","Quebec",NA
2009-02-01,"Short-term index","Quebec",41.2
2009-03-01,"Short-term index","Quebec",42.4
2009-04-01,"Short-term index","Quebec",48.5
2009-05-01,"Short-term index","Quebec",55.8
2009-06-01,"Short-term index","Quebec",52.9
2009-07-01,"Short-term index","Quebec",48.7
2009-08-01,"Short-term index","Quebec",55.2
2009-09-01,"Short-term index","Quebec",60.2
2009-10-01,"Short-term index","Quebec",60.6
2009-11-01,"Short-term index","Quebec",56.2
2009-12-01,"Short-term index","Quebec",49.1
2010-01-01,"Short-term index","Quebec",56.3
2010-02-01,"Short-term index","Quebec",65.7
2010-03-01,"Short-term index","Quebec",69.7
2010-04-01,"Short-term index","Quebec",70.3
2010-05-01,"Short-term index","Quebec",68.1
2010-06-01,"Short-term index","Quebec",63.2
2010-07-01,"Short-term index","Quebec",60.7
2010-08-01,"Short-term index","Quebec",63
2010-09-01,"Short-term index","Quebec",62.1
2010-10-01,"Short-term index","Quebec",60.3
2010-11-01,"Short-term index","Quebec",58.6
2010-12-01,"Short-term index","Quebec",58.7
2011-01-01,"Short-term index","Quebec",58.9
2011-02-01,"Short-term index","Quebec",64.5
2011-03-01,"Short-term index","Quebec",70.6
2011-04-01,"Short-term index","Quebec",70
2011-05-01,"Short-term index","Quebec",64.9
2011-06-01,"Short-term index","Quebec",62
2011-07-01,"Short-term index","Quebec",60.8
2011-08-01,"Short-term index","Quebec",56.8
2011-09-01,"Short-term index","Quebec",55.3
2011-10-01,"Short-term index","Quebec",58.4
2011-11-01,"Short-term index","Quebec",59.5
2011-12-01,"Short-term index","Quebec",56.7
2012-01-01,"Short-term index","Quebec",54
2012-02-01,"Short-term index","Quebec",60.3
2012-03-01,"Short-term index","Quebec",68.4
2012-04-01,"Short-term index","Quebec",65.3
2012-05-01,"Short-term index","Quebec",61.9
2012-06-01,"Short-term index","Quebec",60.3
2012-07-01,"Short-term index","Quebec",57.4
2012-08-01,"Short-term index","Quebec",58.6
2012-09-01,"Short-term index","Quebec",60.6
2012-10-01,"Short-term index","Quebec",61.4
2012-11-01,"Short-term index","Quebec",54.1
2012-12-01,"Short-term index","Quebec",52.3
2013-01-01,"Short-term index","Quebec",57.1
2013-02-01,"Short-term index","Quebec",62
2013-03-01,"Short-term index","Quebec",66.4
2013-04-01,"Short-term index","Quebec",65.2
2013-05-01,"Short-term index","Quebec",61.7
2013-06-01,"Short-term index","Quebec",55.6
2013-07-01,"Short-term index","Quebec",57.2
2013-08-01,"Short-term index","Quebec",60.4
2013-09-01,"Short-term index","Quebec",56.3
2013-10-01,"Short-term index","Quebec",55.5
2013-11-01,"Short-term index","Quebec",53.1
2013-12-01,"Short-term index","Quebec",48.7
2014-01-01,"Short-term index","Quebec",50.2
2014-02-01,"Short-term index","Quebec",59.2
2014-03-01,"Short-term index","Quebec",64.6
2014-04-01,"Short-term index","Quebec",66
2014-05-01,"Short-term index","Quebec",66.1
2014-06-01,"Short-term index","Quebec",62.6
2014-07-01,"Short-term index","Quebec",58.8
2014-08-01,"Short-term index","Quebec",58.3
2014-09-01,"Short-term index","Quebec",57.2
2014-10-01,"Short-term index","Quebec",54.3
2014-11-01,"Short-term index","Quebec",51.7
2014-12-01,"Short-term index","Quebec",48.7
2015-01-01,"Short-term index","Quebec",50
2015-02-01,"Short-term index","Quebec",54.4
2015-03-01,"Short-term index","Quebec",57.6
2015-04-01,"Short-term index","Quebec",58.8
2015-05-01,"Short-term index","Quebec",59.4
2015-06-01,"Short-term index","Quebec",58.9
2015-07-01,"Short-term index","Quebec",57.6
2015-08-01,"Short-term index","Quebec",56.8
2015-09-01,"Short-term index","Quebec",57.2
2015-10-01,"Short-term index","Quebec",54.8
2015-11-01,"Short-term index","Quebec",47.9
2015-12-01,"Short-term index","Quebec",48.8
2016-01-01,"Short-term index","Quebec",56.2
2016-02-01,"Short-term index","Quebec",61.8
2016-03-01,"Short-term index","Quebec",66.4
2016-04-01,"Short-term index","Quebec",67
2016-05-01,"Short-term index","Quebec",63.8
2016-06-01,"Short-term index","Quebec",62.7
2016-07-01,"Short-term index","Quebec",62.2
2016-08-01,"Short-term index","Quebec",61.6
2016-09-01,"Short-term index","Quebec",61.3
2016-10-01,"Short-term index","Quebec",55.9
2016-11-01,"Short-term index","Quebec",56.9
2016-12-01,"Short-term index","Quebec",60.8
2017-01-01,"Short-term index","Quebec",63.6
2017-02-01,"Short-term index","Quebec",65.9
2017-03-01,"Short-term index","Quebec",68.8
2017-04-01,"Short-term index","Quebec",71.6
2017-05-01,"Short-term index","Quebec",68.9
2017-06-01,"Short-term index","Quebec",64.2
2017-07-01,"Short-term index","Quebec",66.8
2017-08-01,"Short-term index","Quebec",70.8
2017-09-01,"Short-term index","Quebec",67.9
2017-10-01,"Short-term index","Quebec",64.1
2017-11-01,"Short-term index","Quebec",63.1
2017-12-01,"Short-term index","Quebec",60.9
2018-01-01,"Short-term index","Quebec",63.1
2018-02-01,"Short-term index","Quebec",69.6
2018-03-01,"Short-term index","Quebec",72.2
2018-04-01,"Short-term index","Quebec",71.7
2018-05-01,"Short-term index","Quebec",73.1
2018-06-01,"Short-term index","Quebec",72.1
2018-07-01,"Short-term index","Quebec",67.5
2018-08-01,"Short-term index","Quebec",70.3
2018-09-01,"Short-term index","Quebec",69.8
2018-10-01,"Short-term index","Quebec",60.1
2018-11-01,"Short-term index","Quebec",57
2018-12-01,"Short-term index","Quebec",55.1
2019-01-01,"Short-term index","Quebec",56.9
2019-02-01,"Short-term index","Quebec",64
2019-03-01,"Short-term index","Quebec",66.9
2019-04-01,"Short-term index","Quebec",65.8
2019-05-01,"Short-term index","Quebec",66.2
2019-06-01,"Short-term index","Quebec",67.8
2019-07-01,"Short-term index","Quebec",66.8
2019-08-01,"Short-term index","Quebec",66.7
2019-09-01,"Short-term index","Quebec",64
2019-10-01,"Short-term index","Quebec",59.5
2019-11-01,"Short-term index","Quebec",60.1
2019-12-01,"Short-term index","Quebec",57.8
2020-01-01,"Short-term index","Quebec",58.2
2020-02-01,"Short-term index","Quebec",64.7
2020-03-01,"Short-term index","Quebec",25
2020-03-01,"Short-term index","Quebec",13.3
2020-04-01,"Short-term index","Quebec",13.2
2020-04-01,"Short-term index","Quebec",25.1
2020-05-01,"Short-term index","Quebec",27.7
2020-05-01,"Short-term index","Quebec",34.2
2020-06-01,"Short-term index","Quebec",37.5
2020-07-01,"Short-term index","Quebec",45.7
2020-08-01,"Short-term index","Quebec",46.7
2020-09-01,"Short-term index","Quebec",42.1
2020-10-01,"Short-term index","Quebec",38
2020-11-01,"Short-term index","Quebec",37.4
2020-12-01,"Short-term index","Quebec",38.5
2021-01-01,"Short-term index","Quebec",37.1
2021-02-01,"Short-term index","Quebec",43
2021-03-01,"Short-term index","Quebec",55.7
2021-04-01,"Short-term index","Quebec",60.4
2021-05-01,"Short-term index","Quebec",61.3
2021-06-01,"Short-term index","Quebec",60.7
2021-07-01,"Short-term index","Quebec",61
2021-08-01,"Short-term index","Quebec",60.2
2021-09-01,"Short-term index","Quebec",47.7
2021-10-01,"Short-term index","Quebec",46.1
2021-11-01,"Short-term index","Quebec",55.1
2021-12-01,"Short-term index","Quebec",51.7
2022-01-01,"Short-term index","Quebec",45.7
2022-02-01,"Short-term index","Quebec",47.2
2022-03-01,"Short-term index","Quebec",54.5
2022-04-01,"Short-term index","Quebec",60.1
2022-05-01,"Short-term index","Quebec",60.1
2000-10-01,"Short-term index","Ontario",NA
2001-02-01,"Short-term index","Ontario",NA
2001-06-01,"Short-term index","Ontario",NA
2001-10-01,"Short-term index","Ontario",NA
2001-12-01,"Short-term index","Ontario",NA
2002-04-01,"Short-term index","Ontario",NA
2002-06-01,"Short-term index","Ontario",NA
2002-09-01,"Short-term index","Ontario",NA
2002-12-01,"Short-term index","Ontario",NA
2003-03-01,"Short-term index","Ontario",NA
2003-06-01,"Short-term index","Ontario",NA
2003-09-01,"Short-term index","Ontario",NA
2003-12-01,"Short-term index","Ontario",NA
2004-03-01,"Short-term index","Ontario",NA
2004-06-01,"Short-term index","Ontario",NA
2004-09-01,"Short-term index","Ontario",NA
2004-12-01,"Short-term index","Ontario",NA
2005-03-01,"Short-term index","Ontario",NA
2005-06-01,"Short-term index","Ontario",NA
2005-09-01,"Short-term index","Ontario",NA
2005-12-01,"Short-term index","Ontario",NA
2006-03-01,"Short-term index","Ontario",NA
2006-06-01,"Short-term index","Ontario",NA
2006-09-01,"Short-term index","Ontario",NA
2006-12-01,"Short-term index","Ontario",NA
2007-03-01,"Short-term index","Ontario",NA
2007-06-01,"Short-term index","Ontario",NA
2007-09-01,"Short-term index","Ontario",NA
2007-12-01,"Short-term index","Ontario",NA
2008-03-01,"Short-term index","Ontario",NA
2008-06-01,"Short-term index","Ontario",NA
2008-09-01,"Short-term index","Ontario",NA
2008-10-01,"Short-term index","Ontario",NA
2008-11-01,"Short-term index","Ontario",NA
2008-12-01,"Short-term index","Ontario",NA
2009-01-01,"Short-term index","Ontario",NA
2009-02-01,"Short-term index","Ontario",38.4
2009-03-01,"Short-term index","Ontario",36.2
2009-04-01,"Short-term index","Ontario",45
2009-05-01,"Short-term index","Ontario",50.9
2009-06-01,"Short-term index","Ontario",46.6
2009-07-01,"Short-term index","Ontario",52.7
2009-08-01,"Short-term index","Ontario",55.7
2009-09-01,"Short-term index","Ontario",59.2
2009-10-01,"Short-term index","Ontario",55.8
2009-11-01,"Short-term index","Ontario",55.3
2009-12-01,"Short-term index","Ontario",51.7
2010-01-01,"Short-term index","Ontario",57.5
2010-02-01,"Short-term index","Ontario",64.2
2010-03-01,"Short-term index","Ontario",67.1
2010-04-01,"Short-term index","Ontario",63.7
2010-05-01,"Short-term index","Ontario",62.9
2010-06-01,"Short-term index","Ontario",59.6
2010-07-01,"Short-term index","Ontario",58.7
2010-08-01,"Short-term index","Ontario",57.4
2010-09-01,"Short-term index","Ontario",56.7
2010-10-01,"Short-term index","Ontario",54.2
2010-11-01,"Short-term index","Ontario",52.7
2010-12-01,"Short-term index","Ontario",57.4
2011-01-01,"Short-term index","Ontario",60.3
2011-02-01,"Short-term index","Ontario",66.7
2011-03-01,"Short-term index","Ontario",66.1
2011-04-01,"Short-term index","Ontario",64.5
2011-05-01,"Short-term index","Ontario",61.8
2011-06-01,"Short-term index","Ontario",59.2
2011-07-01,"Short-term index","Ontario",63.3
2011-08-01,"Short-term index","Ontario",55.4
2011-09-01,"Short-term index","Ontario",54.2
2011-10-01,"Short-term index","Ontario",54.3
2011-11-01,"Short-term index","Ontario",49.8
2011-12-01,"Short-term index","Ontario",52.1
2012-01-01,"Short-term index","Ontario",57.9
2012-02-01,"Short-term index","Ontario",64.6
2012-03-01,"Short-term index","Ontario",64.8
2012-04-01,"Short-term index","Ontario",64.7
2012-05-01,"Short-term index","Ontario",58.6
2012-06-01,"Short-term index","Ontario",55.7
2012-07-01,"Short-term index","Ontario",55.7
2012-08-01,"Short-term index","Ontario",56.5
2012-09-01,"Short-term index","Ontario",54.9
2012-10-01,"Short-term index","Ontario",58.2
2012-11-01,"Short-term index","Ontario",54.2
2012-12-01,"Short-term index","Ontario",54.7
2013-01-01,"Short-term index","Ontario",58.2
2013-02-01,"Short-term index","Ontario",62.7
2013-03-01,"Short-term index","Ontario",61.7
2013-04-01,"Short-term index","Ontario",63.8
2013-05-01,"Short-term index","Ontario",62.2
2013-06-01,"Short-term index","Ontario",55.8
2013-07-01,"Short-term index","Ontario",61.1
2013-08-01,"Short-term index","Ontario",64.1
2013-09-01,"Short-term index","Ontario",58.3
2013-10-01,"Short-term index","Ontario",61.9
2013-11-01,"Short-term index","Ontario",54.1
2013-12-01,"Short-term index","Ontario",52.5
2014-01-01,"Short-term index","Ontario",61.2
2014-02-01,"Short-term index","Ontario",62.9
2014-03-01,"Short-term index","Ontario",63.9
2014-04-01,"Short-term index","Ontario",66.5
2014-05-01,"Short-term index","Ontario",64.8
2014-06-01,"Short-term index","Ontario",57.9
2014-07-01,"Short-term index","Ontario",57.6
2014-08-01,"Short-term index","Ontario",61.3
2014-09-01,"Short-term index","Ontario",60.5
2014-10-01,"Short-term index","Ontario",63.8
2014-11-01,"Short-term index","Ontario",57.1
2014-12-01,"Short-term index","Ontario",50.1
2015-01-01,"Short-term index","Ontario",59.7
2015-02-01,"Short-term index","Ontario",58.1
2015-03-01,"Short-term index","Ontario",65.6
2015-04-01,"Short-term index","Ontario",65.1
2015-05-01,"Short-term index","Ontario",64.1
2015-06-01,"Short-term index","Ontario",62.1
2015-07-01,"Short-term index","Ontario",56.8
2015-08-01,"Short-term index","Ontario",58.9
2015-09-01,"Short-term index","Ontario",54.4
2015-10-01,"Short-term index","Ontario",56.7
2015-11-01,"Short-term index","Ontario",56.9
2015-12-01,"Short-term index","Ontario",51.6
2016-01-01,"Short-term index","Ontario",52.1
2016-02-01,"Short-term index","Ontario",57.9
2016-03-01,"Short-term index","Ontario",57.1
2016-04-01,"Short-term index","Ontario",61.1
2016-05-01,"Short-term index","Ontario",63.8
2016-06-01,"Short-term index","Ontario",62.5
2016-07-01,"Short-term index","Ontario",59.4
2016-08-01,"Short-term index","Ontario",58.1
2016-09-01,"Short-term index","Ontario",59
2016-10-01,"Short-term index","Ontario",55.8
2016-11-01,"Short-term index","Ontario",52.8
2016-12-01,"Short-term index","Ontario",56.3
2017-01-01,"Short-term index","Ontario",57.4
2017-02-01,"Short-term index","Ontario",62.9
2017-03-01,"Short-term index","Ontario",65.8
2017-04-01,"Short-term index","Ontario",72
2017-05-01,"Short-term index","Ontario",65.6
2017-06-01,"Short-term index","Ontario",59.9
2017-07-01,"Short-term index","Ontario",59.4
2017-08-01,"Short-term index","Ontario",57.2
2017-09-01,"Short-term index","Ontario",54.7
2017-10-01,"Short-term index","Ontario",52.5
2017-11-01,"Short-term index","Ontario",55.5
2017-12-01,"Short-term index","Ontario",52
2018-01-01,"Short-term index","Ontario",53.3
2018-02-01,"Short-term index","Ontario",54.7
2018-03-01,"Short-term index","Ontario",60.5
2018-04-01,"Short-term index","Ontario",62
2018-05-01,"Short-term index","Ontario",63.5
2018-06-01,"Short-term index","Ontario",60.5
2018-07-01,"Short-term index","Ontario",51.8
2018-08-01,"Short-term index","Ontario",56.1
2018-09-01,"Short-term index","Ontario",60.9
2018-10-01,"Short-term index","Ontario",59.6
2018-11-01,"Short-term index","Ontario",52.8
2018-12-01,"Short-term index","Ontario",50.6
2019-01-01,"Short-term index","Ontario",55
2019-02-01,"Short-term index","Ontario",61.6
2019-03-01,"Short-term index","Ontario",60.7
2019-04-01,"Short-term index","Ontario",59.2
2019-05-01,"Short-term index","Ontario",62.1
2019-06-01,"Short-term index","Ontario",60.2
2019-07-01,"Short-term index","Ontario",55.2
2019-08-01,"Short-term index","Ontario",59.2
2019-09-01,"Short-term index","Ontario",53.3
2019-10-01,"Short-term index","Ontario",55
2019-11-01,"Short-term index","Ontario",51
2019-12-01,"Short-term index","Ontario",53.7
2020-01-01,"Short-term index","Ontario",55
2020-02-01,"Short-term index","Ontario",61.9
2020-03-01,"Short-term index","Ontario",28.5
2020-03-01,"Short-term index","Ontario",17.2
2020-04-01,"Short-term index","Ontario",9.3
2020-04-01,"Short-term index","Ontario",16.6
2020-05-01,"Short-term index","Ontario",25
2020-05-01,"Short-term index","Ontario",30.5
2020-06-01,"Short-term index","Ontario",30.4
2020-07-01,"Short-term index","Ontario",41.6
2020-08-01,"Short-term index","Ontario",41.6
2020-09-01,"Short-term index","Ontario",38.8
2020-10-01,"Short-term index","Ontario",35.9
2020-11-01,"Short-term index","Ontario",34.7
2020-12-01,"Short-term index","Ontario",32.8
2021-01-01,"Short-term index","Ontario",26.3
2021-02-01,"Short-term index","Ontario",37.9
2021-03-01,"Short-term index","Ontario",53.7
2021-04-01,"Short-term index","Ontario",48.7
2021-05-01,"Short-term index","Ontario",49.7
2021-06-01,"Short-term index","Ontario",56.5
2021-07-01,"Short-term index","Ontario",57.6
2021-08-01,"Short-term index","Ontario",56.2
2021-09-01,"Short-term index","Ontario",43.3
2021-10-01,"Short-term index","Ontario",45.9
2021-11-01,"Short-term index","Ontario",50.4
2021-12-01,"Short-term index","Ontario",47.7
2022-01-01,"Short-term index","Ontario",35.2
2022-02-01,"Short-term index","Ontario",54.5
2022-03-01,"Short-term index","Ontario",59.3
2022-04-01,"Short-term index","Ontario",63.9
2022-05-01,"Short-term index","Ontario",58.2
2000-10-01,"Short-term index","Manitoba",NA
2001-02-01,"Short-term index","Manitoba",NA
2001-06-01,"Short-term index","Manitoba",NA
2001-10-01,"Short-term index","Manitoba",NA
2001-12-01,"Short-term index","Manitoba",NA
2002-04-01,"Short-term index","Manitoba",NA
2002-06-01,"Short-term index","Manitoba",NA
2002-09-01,"Short-term index","Manitoba",NA
2002-12-01,"Short-term index","Manitoba",NA
2003-03-01,"Short-term index","Manitoba",NA
2003-06-01,"Short-term index","Manitoba",NA
2003-09-01,"Short-term index","Manitoba",NA
2003-12-01,"Short-term index","Manitoba",NA
2004-03-01,"Short-term index","Manitoba",NA
2004-06-01,"Short-term index","Manitoba",NA
2004-09-01,"Short-term index","Manitoba",NA
2004-12-01,"Short-term index","Manitoba",NA
2005-03-01,"Short-term index","Manitoba",NA
2005-06-01,"Short-term index","Manitoba",NA
2005-09-01,"Short-term index","Manitoba",NA
2005-12-01,"Short-term index","Manitoba",NA
2006-03-01,"Short-term index","Manitoba",NA
2006-06-01,"Short-term index","Manitoba",NA
2006-09-01,"Short-term index","Manitoba",NA
2006-12-01,"Short-term index","Manitoba",NA
2007-03-01,"Short-term index","Manitoba",NA
2007-06-01,"Short-term index","Manitoba",NA
2007-09-01,"Short-term index","Manitoba",NA
2007-12-01,"Short-term index","Manitoba",NA
2008-03-01,"Short-term index","Manitoba",NA
2008-06-01,"Short-term index","Manitoba",NA
2008-09-01,"Short-term index","Manitoba",NA
2008-10-01,"Short-term index","Manitoba",NA
2008-11-01,"Short-term index","Manitoba",NA
2008-12-01,"Short-term index","Manitoba",NA
2009-01-01,"Short-term index","Manitoba",NA
2009-02-01,"Short-term index","Manitoba",57.3
2009-03-01,"Short-term index","Manitoba",56.2
2009-04-01,"Short-term index","Manitoba",60.2
2009-05-01,"Short-term index","Manitoba",58.5
2009-06-01,"Short-term index","Manitoba",60.7
2009-07-01,"Short-term index","Manitoba",62.7
2009-08-01,"Short-term index","Manitoba",62
2009-09-01,"Short-term index","Manitoba",65.2
2009-10-01,"Short-term index","Manitoba",59.9
2009-11-01,"Short-term index","Manitoba",59.2
2009-12-01,"Short-term index","Manitoba",55
2010-01-01,"Short-term index","Manitoba",51.9
2010-02-01,"Short-term index","Manitoba",55
2010-03-01,"Short-term index","Manitoba",56.7
2010-04-01,"Short-term index","Manitoba",54.1
2010-05-01,"Short-term index","Manitoba",55.3
2010-06-01,"Short-term index","Manitoba",51.4
2010-07-01,"Short-term index","Manitoba",50.8
2010-08-01,"Short-term index","Manitoba",55.9
2010-09-01,"Short-term index","Manitoba",54.3
2010-10-01,"Short-term index","Manitoba",57.9
2010-11-01,"Short-term index","Manitoba",58.2
2010-12-01,"Short-term index","Manitoba",56.8
2011-01-01,"Short-term index","Manitoba",59.3
2011-02-01,"Short-term index","Manitoba",62.7
2011-03-01,"Short-term index","Manitoba",64.2
2011-04-01,"Short-term index","Manitoba",65.8
2011-05-01,"Short-term index","Manitoba",66.1
2011-06-01,"Short-term index","Manitoba",62.2
2011-07-01,"Short-term index","Manitoba",61.8
2011-08-01,"Short-term index","Manitoba",62.6
2011-09-01,"Short-term index","Manitoba",64.7
2011-10-01,"Short-term index","Manitoba",60.5
2011-11-01,"Short-term index","Manitoba",60.7
2011-12-01,"Short-term index","Manitoba",59.5
2012-01-01,"Short-term index","Manitoba",59.2
2012-02-01,"Short-term index","Manitoba",64.1
2012-03-01,"Short-term index","Manitoba",64.2
2012-04-01,"Short-term index","Manitoba",61.3
